plate,comp,bbox_x,bbox_y,bbox_w,bbox_h,cx,cy,area_frac,label,conf,top1,top2,top3,top4,top5
mixed_raw/mixed_029.jpg,5,0,465,48,117,19.6,519.0,0.013,36,0.755,36|螃蟹|0.755,33|糖醋鱼|0.215,31|红烧牛肉|0.012,35|麻辣虾|0.006,11|糖醋排骨|0.004
mixed_raw/mixed_029.jpg,6,184,191,66,68,215.7,225.3,0.011,44,0.826,44|米饭|0.826,49|冰淇淋|0.045,36|螃蟹|0.036,37|小笼包|0.028,24|凉拌西红柿|0.014
mixed_raw/mixed_030.jpg,0,71,0,429,398,311.7,182.3,0.2902,19,0.999,19|香辣小龙虾|0.999,35|麻辣虾|0.000,4|水煮鱼|0.000,31|红烧牛肉|0.000,11|糖醋排骨|0.000
mixed_raw/mixed_030.jpg,1,0,287,260,380,100.1,490.8,0.1276,19,0.996,19|香辣小龙虾|0.996,4|水煮鱼|0.002,35|麻辣虾|0.001,32|酸菜鱼|0.000,36|螃蟹|0.000
mixed_raw/mixed_030.jpg,2,198,508,292,159,350.6,596.5,0.0984,31,0.784,31|红烧牛肉|0.784,11|糖醋排骨|0.068,18|葱爆羊肉|0.056,38|肉夹馍|0.038,30|爆炒腰花|0.008
mixed_raw/mixed_030.jpg,3,326,404,109,64,379.2,431.6,0.014,11,0.639,11|糖醋排骨|0.639,31|红烧牛肉|0.196,28|可乐鸡翅|0.044,18|葱爆羊肉|0.039,30|爆炒腰花|0.022
mixed_raw/mixed_030.jpg,4,437,402,63,70,471.7,432.1,0.0101,31,0.72,31|红烧牛肉|0.720,18|葱爆羊肉|0.189,49|冰淇淋|0.030,44|米饭|0.024,43|白粥|0.006
mixed_raw/mixed_031.jpg,0,367,137,133,247,442.6,242.3,0.0699,33,0.521,33|糖醋鱼|0.521,35|麻辣虾|0.179,32|酸菜鱼|0.079,36|螃蟹|0.068,4|水煮鱼|0.053
mixed_raw/mixed_031.jpg,1,36,0,222,101,145.9,42.9,0.0502,33,0.919,33|糖醋鱼|0.919,34|剁椒鱼头|0.065,32|酸菜鱼|0.005,4|水煮鱼|0.003,18|葱爆羊肉|0.002
mixed_raw/mixed_031.jpg,2,0,534,158,133,65.1,609.8,0.0486,31,0.315,31|红烧牛肉|0.315,18|葱爆羊肉|0.196,33|糖醋鱼|0.184,44|米饭|0.079,11|糖醋排骨|0.074
mixed_raw/mixed_031.jpg,3,304,8,160,101,382.0,58.7,0.0355,3,0.295,3|鱼香肉丝|0.295,5|鱼香茄子|0.247,18|葱爆羊肉|0.134,29|辣子鸡|0.087,2|回锅肉|0.063
mixed_raw/mixed_031.jpg,4,108,145,136,97,175.4,194.5,0.0317,43,0.518,43|白粥|0.518,44|米饭|0.386,31|红烧牛肉|0.023,33|糖醋鱼|0.018,27|蒸蛋羹|0.009
mixed_raw/mixed_031.jpg,5,0,106,80,167,34.8,181.3,0.0301,33,0.574,33|糖醋鱼|0.574,31|红烧牛肉|0.167,11|糖醋排骨|0.124,5|鱼香茄子|0.033,12|梅菜扣肉|0.030
mixed_raw/mixed_032.jpg,0,94,349,264,262,229.9,479.9,0.154,9,0.582,9|蚝油生菜|0.582,45|炒菠菜|0.117,44|米饭|0.096,24|凉拌西红柿|0.094,22|蚝油西兰花|0.037
mixed_raw/mixed_032.jpg,1,0,0,151,648,38.5,308.6,0.0613,41,0.141,41|炒面|0.141,38|肉夹馍|0.140,17|炸酱面|0.139,31|红烧牛肉|0.075,22|蚝油西兰花|0.065
mixed_raw/mixed_032.jpg,2,481,19,19,613,491.8,339.6,0.025,31,0.619,31|红烧牛肉|0.619,11|糖醋排骨|0.100,33|糖醋鱼|0.058,18|葱爆羊肉|0.051,5|鱼香茄子|0.025
mixed_raw/mixed_032.jpg,3,228,152,88,58,272.1,180.1,0.0124,43,0.309,43|白粥|0.309,48|双皮奶|0.293,44|米饭|0.234,49|冰淇淋|0.136,31|红烧牛肉|0.014
mixed_raw/mixed_032.jpg,4,18,157,88,42,59.6,178.5,0.0103,49,0.99,49|冰淇淋|0.990,44|米饭|0.004,48|双皮奶|0.003,24|凉拌西红柿|0.002,47|面包|0.000
mixed_raw/mixed_033.jpg,0,0,164,559,323,300.7,315.7,0.3603,31,0.308,31|红烧牛肉|0.308,11|糖醋排骨|0.246,44|米饭|0.181,18|葱爆羊肉|0.119,33|糖醋鱼|0.092
mixed_raw/mixed_033.jpg,1,0,0,479,26,265.6,9.5,0.027,44,0.39,44|米饭|0.390,49|冰淇淋|0.292,47|面包|0.188,31|红烧牛肉|0.063,48|双皮奶|0.019
mixed_raw/mixed_033.jpg,2,509,0,158,36,593.0,15.1,0.0145,44,0.421,44|米饭|0.421,49|冰淇淋|0.291,47|面包|0.101,31|红烧牛肉|0.074,18|葱爆羊肉|0.031
mixed_raw/mixed_034.jpg,0,269,273,330,227,448.0,399.5,0.1446,33,0.85,33|糖醋鱼|0.850,44|米饭|0.063,32|酸菜鱼|0.025,4|水煮鱼|0.020,34|剁椒鱼头|0.020
mixed_raw/mixed_034.jpg,1,109,102,288,160,275.3,172.9,0.0856,44,0.303,44|米饭|0.303,1|宫保鸡丁|0.278,22|蚝油西兰花|0.112,26|炒花菜|0.089,31|红烧牛肉|0.038
mixed_raw/mixed_035.jpg,0,21,103,628,397,359.0,313.5,0.2901,33,0.985,33|糖醋鱼|0.985,11|糖醋排骨|0.004,5|鱼香茄子|0.002,31|红烧牛肉|0.002,3|鱼香肉丝|0.002
mixed_raw/mixed_035.jpg,1,649,291,165,170,731.3,375.5,0.0517,43,0.986,43|白粥|0.986,48|双皮奶|0.007,44|米饭|0.006,31|红烧牛肉|0.001,4|水煮鱼|0.000
mixed_raw/mixed_035.jpg,2,654,138,131,130,719.7,201.6,0.0309,44,1.0,44|米饭|1.000,16|扬州炒饭|0.000,43|白粥|0.000,27|蒸蛋羹|0.000,24|凉拌西红柿|0.000
mixed_raw/mixed_036.jpg,0,0,0,542,486,237.5,237.1,0.4346,44,0.623,44|米饭|0.623,16|扬州炒饭|0.198,1|宫保鸡丁|0.042,26|炒花菜|0.025,31|红烧牛肉|0.016
mixed_raw/mixed_036.jpg,1,502,154,131,103,566.4,206.5,0.0321,44,0.824,44|米饭|0.824,43|白粥|0.069,49|冰淇淋|0.054,31|红烧牛肉|0.019,27|蒸蛋羹|0.011
mixed_raw/mixed_036.jpg,2,476,41,103,87,524.3,83.2,0.0211,43,0.791,43|白粥|0.791,44|米饭|0.136,31|红烧牛肉|0.022,48|双皮奶|0.012,45|炒菠菜|0.010
mixed_raw/mixed_037.jpg,0,85,62,582,438,383.3,256.5,0.4293,1,0.233,1|宫保鸡丁|0.233,31|红烧牛肉|0.140,11|糖醋排骨|0.124,29|辣子鸡|0.077,44|米饭|0.073
mixed_raw/mixed_037.jpg,1,0,78,70,151,31.3,146.4,0.0266,49,0.704,49|冰淇淋|0.704,44|米饭|0.181,43|白粥|0.089,48|双皮奶|0.012,47|面包|0.004
mixed_raw/mixed_037.jpg,2,0,0,130,58,52.1,23.6,0.0167,49,0.466,49|冰淇淋|0.466,44|米饭|0.312,33|糖醋鱼|0.037,47|面包|0.026,31|红烧牛肉|0.023
mixed_raw/mixed_038.jpg,0,47,0,499,373,266.2,203.3,0.5004,44,0.911,44|米饭|0.911,22|蚝油西兰花|0.018,45|炒菠菜|0.017,1|宫保鸡丁|0.016,26|炒花菜|0.009
mixed_raw/mixed_038.jpg,1,436,0,108,30,489.2,11.7,0.0114,49,0.4,49|冰淇淋|0.400,47|面包|0.358,44|米饭|0.155,48|双皮奶|0.021,37|小笼包|0.010
mixed_raw/mixed_039.jpg,0,0,122,251,414,100.8,313.9,0.1683,18,0.274,18|葱爆羊肉|0.274,31|红烧牛肉|0.206,5|鱼香茄子|0.178,2|回锅肉|0.090,3|鱼香肉丝|0.060
mixed_raw/mixed_039.jpg,1,351,213,149,219,432.9,323.4,0.0668,45,0.773,45|炒菠菜|0.773,9|蚝油生菜|0.203,5|鱼香茄子|0.009,33|糖醋鱼|0.005,26|炒花菜|0.003
mixed_raw/mixed_039.jpg,2,278,151,86,72,318.3,182.6,0.0118,24,0.831,24|凉拌西红柿|0.831,7|西红柿炒蛋|0.161,31|红烧牛肉|0.002,5|鱼香茄子|0.002,44|米饭|0.001
mixed_raw/mixed_039.jpg,3,202,455,87,58,238.4,482.7,0.0101,31,0.651,31|红烧牛肉|0.651,18|葱爆羊肉|0.108,5|鱼香茄子|0.062,3|鱼香肉丝|0.035,11|糖醋排骨|0.030
mixed_raw/mixed_040.jpg,0,69,83,351,311,247.5,245.4,0.2411,44,0.928,44|米饭|0.928,22|蚝油西兰花|0.040,16|扬州炒饭|0.012,45|炒菠菜|0.012,20|家常豆腐|0.002
